[00:00:00] OpenAI很多这个model release（模型发布）
[00:00:01] 都有我的名字
[01:17:47] 当时我在开NeurIPS
[01:17:50] 他11月30号发的
[01:17:51] 然后12月
[01:17:52] 然后当时就是过了几天之后
[01:17:56] 然后发现这个就
[01:17:58] 我周围身边的人
[01:17:59] 都在讨论这个ChatGPT这个事情
[01:18:02] 然后他们觉得很有用
[01:18:04] 并且还把这个OpenAI服务器打爆了好几次
[01:18:08] 就是跟我当时退学（tuixue）一样
[01:18:12] 就是我退学（tuixue）的服务器也被打爆好几次
[01:18:15] 然后那可能就是产生了这种那个
[01:18:20] 自需求
[01:18:21] 自宣发的效应
[01:18:23] 就是
[01:18:24] 大家都是自来水
[01:18:26] 会自发地为你宣传产品
[01:18:29] 那这个是
[01:18:30] 肯定是一个很好的投入的东西
[01:18:33] 就值得你投入精力的一个东西
[01:18:36] 其实听起来这个
[01:18:38] 从你加入OpenAI做这个事儿
[01:18:40] 包括OpenAI内部
[01:18:41] 能够推出ChatGPT这种东西
[01:18:44] 好像都不是谁计划出来的
[01:18:46] 是的
[01:18:47] 可能是一系列的
[01:18:50] 半偶然半必然的因素
[01:18:52] 化学反应
[01:18:53] 是的而且当时就是发那个ChatGPT
[01:18:56] 也只是为了就是能够看看
[01:18:59] 能不能收集一些这个
[01:19:02] 这个真实世界的这个用户数据
[01:19:04] 然后收完之后
[01:19:05] 可能5天之后关了
[01:19:06] 如果没人的话
[01:19:08] 就我
[01:19:08] 我们期待可能是一开始有什么一万两万（用户）
[01:19:11] 然后后面就跌回
[01:19:13] 然后就没了就这样
[01:19:14] 然后实际的curve（曲线）呢
[01:19:15] 实际的curve（曲线）就是指数
[01:19:17] 对
[01:19:18] 好这是ChatGPT
[01:19:19] 突然当时的爆款的成功
[01:19:22] 我还特好奇
[01:19:23] 你刚去OpenAI的时候什么体验
[01:19:25] 这个公司给你的初印象什么样的
[01:19:28] 我感觉是一个大号的
[01:19:29] 一个实验室吧
[01:19:33] 其实没有我想象中那么这个
[01:19:36] 这个有方法论
[01:19:38] 但是很多
[01:19:39] 就是有很多很强的research（研究）直觉的人在里面
[01:19:44] 然后他可以指明方向
[01:19:45] 然后就做就好了
[01:19:47] 但是从这个Barret
[01:19:50] Luke跟Liam来之后
[01:19:52] 这三个人从Google来之后
[01:19:53] 然后加入John Schulman的RL team之后
[01:19:55] 然后我们组就变了
[01:19:57] 就开始这个
[01:20:00] 引进这个谷歌的先进生产力
[01:20:02] 来开始迭代
[01:20:03] 就是谷歌还是非常牛逼的
[01:20:06] 就是有一张图是这个
[01:20:09] 这个单位时间的迭代次数以及成功率
[01:20:13] 然后这个东西是一个这个正比
[01:20:16] 所以单位时间迭代的越多
[01:20:18] 你的成功率就线性的往上走
[01:20:21] 对这个其实也是一个RL的curve
[01:20:24] 因为RL就是不断trial and error（试错）嘛
[01:20:27] 对就是
[01:20:28] 你不断尝试
[01:20:29] 然后尝试到一定次数
[01:20:31] 然后你就可以达到你的那个目的
[01:20:34] 那其实很多生活中的这样case（案例）
[01:20:37] 其实都是RL
[01:20:38] 所以当时
[01:20:39] 你们引进的那个先进生产力
[01:20:41] 是一种哲学理念
[01:20:42] 是的
[01:20:43] 就是说
[01:20:44] 我们先不要去想什么天才的idea
[01:20:47] 天才的算法
[01:20:47] 我们把infra打好
[01:20:49] infra让我们从一周迭代30次
[01:20:53] 到一周迭代300次
[01:20:54] 对差不多
[01:20:56] 我看到一个采访
[01:20:57] 有人问Sam Altman
[01:20:59] OpenAI成功的原因是什么
[01:21:00] 他说在一个
[01:21:02] 我们之所以OpenAI可以做出杰出的科技创新
[01:21:05] 是因为
[01:21:06] 在一个人才密度极高的小团队里面
[01:21:08] 任何平庸的表现都是不能被容忍的
[01:21:11] 你赞同这样的说法吗
[01:21:13] 我赞同
[01:21:14] 因为人才密度如果上去的话
[01:21:16] 然后
[01:21:17] 你可以自发的涌现出一些
[01:21:19] 意想不到的东西
[01:21:20] 然后但如果比如说换一个环境
[01:21:23] 就比如说这个大家都是很平庸的话
[01:21:25] 那可能就是个人自扫门前雪
[01:21:28] 然后就做完自己的就好了
[01:21:30] 然后就
[01:21:32] 可能会拖延
[01:21:34] 当时你去的时候
[01:21:34] OpenAI应该是个几百个人的公司
[01:21:36] 我是二百八
[01:21:38] 你是二百八
[01:21:39] 现在OpenAI应该上几千人了
[01:21:42] 三千多了
[01:21:43] 三千多所以十倍了
[01:21:45] 三年的时间
[01:21:46] 那你觉得OpenAI还能保持曾经的这种
[01:21:49] 小而美的团队
[01:21:50] 做出硬核创新的风格吗
[01:21:53] 我觉得这个概率是下降
[01:21:57] 但是没有下降那么厉害
[01:22:00] 但你总是可以划分出来一个小团队
[01:22:02] 然后去专门去做一些研究
[01:22:04] 那你觉得OpenAI的领导层
[01:22:06] 有什么比较有意思的努力
[01:22:08] 能够在这方面避免的比较好吗
[01:22:10] 还是能够让小团队
[01:22:12] 然后人才密度
[01:22:14] 然后硬核的创新
[01:22:15] 比如说简化一些这个组织架构啊
[01:22:19] 然后把一些不合理的一些meeting（会议）
[01:22:22] 全部给取消掉啊
[01:22:23] 然后
[01:22:25] 就是
[01:22:27] 我觉得主要还是组织架构更重要一些
[01:22:31] 什么是一个高效的
[01:22:32] 利于硬核创新的组织架构
[01:22:34] 信息流通通畅
[01:22:36] 怎么理解
[01:22:37] 比如说
[01:22:40] 今天有一个决策
[01:22:41] 然后可以无损的传达到下面
[01:22:44] 然后下面有做什么最新的进展
[01:22:47] 然后可以无损的传达到上面
[01:22:50] 不然的话
[01:22:51] 你可能上面做决策的
[01:22:52] 跟下面干活的这个可能就是想的
[01:22:55] 完全不同的两个方向
[01:22:56] 然后劲不往一处使
[01:22:58] OpenAI是怎么做到这个好的信息流通的
[01:23:01] 首先像Sam跟Greg
[01:23:04] 他们会有专门的
[01:23:07] 就Sam的话
[01:23:08] 之前是会有专门的一个研究助理
[01:23:13] 来去帮他去了解
[01:23:15] 最新的一些公司内部的研究进展
[01:23:18] Greg那不用说
[01:23:19] 就是他infra
[01:23:21] 整个infra
[01:23:21] 这个底下几乎都是他参与过的
[01:23:25] 对所以说
[01:23:25] 他们俩对于这个技术是非常熟悉的
[01:23:29] 然后所要做的就是保持技术的敏感性
[01:23:33] 至少要知道
[01:23:34] 这个当前做这个东西到什么地步了
[01:23:37] 然后有什么最新的进展
[01:23:39] 然后会有什么用
[01:23:40] 所以这个事儿得是一把手二把手
[01:23:45] 这样的人
[01:23:47] 他得愿意栽进去
[01:23:50] 钻研到细节里面
[01:23:52] 是了解到公司的每一个毛细血管
[01:23:54] 我觉得管公司跟管代码库
[01:23:56] 其实也有很类似
[01:23:58] 就是consistency（一致性）
[01:24:00] 你如果不consistent的话
[01:24:03] 就不一致的话
[01:24:05] 那么你可能就是就
[01:24:07] 就像一个人这个
[01:24:08] 比如说就像一个拼砖的人类
[01:24:10] 他的身子动了
[01:24:11] 但是脚没动
[01:24:13] 那就很奇怪
[01:24:14] 好那我们聊聊post-training（后训练）
[01:24:18] 我们先从（GPT）3.5开始聊吧
[01:24:20] 但是实际上（GPT）3.5的这个PPO
[01:24:22] 其实也没有调通那么多
[01:24:24] 我是先调通了（GPT）4
[01:24:26] 因为（GPT）3.5当时是用旧的那套infra
[01:24:29] 然后新的infra是这个22年8月（口误）刚刚好
[01:24:33] 然后我就先在新的infra上
[01:24:34] 调通了这个第一版的PPO
[01:24:37] 然后用（GPT）4跑的
[01:24:38] 然后就是应该是22年9月的时候
[01:24:41] 哇这个很有意思
[01:24:42] 所以当时（GPT）3.5出来的时候
[01:24:44] 其实内部（GPT）4早就有了
[01:24:46] 而且RLHF是先在（GPT）4上调work的
[01:24:49] 然后再在（GPT）3.5上成立的
[01:24:53] 是的
[01:24:54] 但是实际上因为其他组
[01:24:55] 其实也帮我们踩了不少坑
[01:24:57] 我们就用了这个已有的一些pipeline
[01:25:00] 能怎么用怎么用
[01:25:02] 但是主要还是自己
[01:25:05] 就主要的一些东西
[01:25:06] 比如说如果reward model（奖励模型）怎么train啊
[01:25:08] 那还是自己train
[01:25:09] 然后数据怎么收集也是自己收集的
[01:25:11] 然后像这个infra到底出什么问题
[01:25:14] 也是我们自己搞
[01:25:15] 那在当时想把RLHF搞work
[01:25:19] 有什么关键的挑战和突破
[01:25:21] 我觉得就是
[01:25:24] 你应该怎么去衡量
[01:25:28] 这个性能是什么样的
[01:25:31] 因为谁都不知道这个性能
[01:25:32] 应该是什么样的
[01:25:35] 你的意思是
[01:25:35] 你训练了很多个checkpoint之后
[01:25:37] 你不知道是不是变得更好了
[01:25:39] 对就比如说这个单一的reward
[01:25:42] 是会发生这个reward hacking的
[01:25:44] 有可能他的这个reward saturate（饱和）
[01:25:46] 就变成一条直线
[01:25:48] 就慢慢慢慢涨上来
[01:25:49] 然后变成一条直线
[01:25:50] 但是真实的情况是
[01:25:52] 这个如果人类有个reward的话
[01:25:54] 那他可能先上去
[01:25:54] 然后再慢慢往下掉
[01:25:56] 这就是reward hacking
[01:25:58] 然后所以说
[01:26:00] 你没有办法知道
[01:26:01] 哪一个checkpoint
[01:26:03] 是真的比其他的checkpoint好
[01:26:08] 所以说选checkpoint其实也是个技术
[01:26:11] 但是我们其实没有花太多时间去选checkpoint
[01:26:14] 就是直接
[01:26:16] 建了一堆这个sampling-based eval（基于采样的评估）
[01:26:19] 然后来看一下
[01:26:19] 每个Benchmark（基准）上面到底是什么样的
[01:26:22] 但是更多的就是那个Benchmark（基准）
[01:26:26] 其实只是个数
[01:26:27] 然后如果他过了一个数
[01:26:28] 就好了
[01:26:30] 就也没有
[01:26:33] 也不能说它好
[01:26:34] 也不能说它坏
[01:26:34] 因为你每次跑一个model
[01:26:36] 然后它的那个（评估）这个方差就非常大
[01:26:40] 就有很多噪音
[01:26:43] 那最后是怎么解决的
[01:26:44] 最后就还是就是你真的拉下来看一看
[01:26:47] 然后跟他交互几次
[01:26:49] 然后看一下
[01:26:50] 就比如说
[01:26:50] 对于自己的一些这个体验是什么样的
[01:26:53] 然后多找几个人来看
[01:26:54] 然后来大家投票
[01:26:56] 所以就是evel（评估） RLHF
[01:26:58] 还是用HF（人类反馈）来evel（评估）
[01:26:59] 是的是的
[01:27:00] 只能是这样
[01:27:01] 就没有办法
[01:27:02] 因为当时技术就是没有办法
[01:27:06] 嗯嗯
[01:27:08] 所以这个是
[01:27:08] 你相当于
[01:27:09] 第一次在工业级的level（级别）上搭 infra
[01:27:13] 对
[01:27:14] 你觉得这样的就是大模型需要的
[01:27:18] 这种大规模的RL infra
[01:27:20] 和你曾经搭过的
[01:27:21] 像天授这样的single task（单任务）
[01:27:23] 或者toy task（玩具任务）
[01:27:25] RL infra的区别在哪
[01:27:27] 我觉得区别非常大
[01:27:28] 因为toy task的bottleneck（玩具任务的瓶颈）在于环境
[01:27:33] 因为它的模型很简单
[01:27:35] 你不管是训练还是采样action（动作）
[01:27:38] 都是非常便宜的
[01:27:41] 但是RL infra的话
[01:27:42] 就是你的模型很大
[01:27:44] 但是环境非常简单
[01:27:45] 环境就是一个prompt（提示词）
[01:27:46] 然后但是模型采样的话
[01:27:48] 你要考虑如何高效的采样了
[01:27:51] 然后训练的话
[01:27:52] 你要考虑高效的训练
[01:27:53] 因为这个东西是可能对于提供
[01:27:56] 环境提供这个prompt
[01:27:57] 这个可能就几微秒
[01:27:59] 但是这个跑一遍
[01:28:01] 这个inference（推理）跑一遍training（训练）
[01:28:02] 那可能就是好几百秒
[01:28:05] 或者是几千秒
[01:28:06] 也有可能就是如果你GPU少的话
[01:28:09] 那你觉得未来的这些model（模型）的比起（GPT）3.5
[01:28:11] 比起（GPT）4有什么新的挑战
[01:28:14] 就对于RL infra这一块来说
[01:28:17] 我觉得还是性能上面
[01:28:18] 或者说scale up（规模化）如何scale up
[01:28:21] 就是说怎么能够用更多的GPU
[01:28:24] 怎么能够更高效的吞吐
[01:28:27] 对是的是的
[01:28:29] 那就是牵扯到不单单是RL的部分
[01:28:31] 还有模型的inference（推理）
[01:28:32] 就可能更end-to-end的一些
[01:28:36] 并且就是会深入到一些这个实现细节当中
[01:28:40] 然后去做一些end-to-end的优化
[01:28:42] 那其实你做的
[01:28:43] 是一个相当intersection（交界处）的一个部分
[01:28:46] 就是既有RL
[01:28:48] 你得懂RL
[01:28:48] 然后你得懂MLSys（机器学习系统）
[01:28:50] 然后你还得懂language model是怎么inference（推理）
[01:28:53] 对吧这些你得明白
[01:28:54] 是的
[01:28:57] 可能不在那个位置
[01:28:58] 说实话
[01:28:59] 学校的学生是学不了这种东西的
[01:29:01] 是的就是
[01:29:02] 那个位置非常锻炼人
[01:29:03] 然后还很累
[01:29:06] 然后后面就是
[01:29:08] 就是我其实有一段时间就是
[01:29:10] 做的确实非常累
[01:29:12] 然后还进了ER（急诊室）
[01:29:14] 就是这加班加太狠
[01:29:16] 然后脑子疼
[01:29:17] 然后受不了
[01:29:18] 然后就到ER（急诊室）看了一下
[01:29:20] 但ER（急诊室）医生说没什么事
[01:29:23] 你那个时候工作强度有多大
[01:29:25] 就是早上醒来一直写debug
[01:29:29] 或者说处理一些问题
[01:29:30] 然后一直到晚上睡觉
[01:29:32] 一周7天
[01:29:33] 一周可能平均6天
[01:29:37] 对吧
[01:29:39] 但是就经历一段时间之后
[01:29:41] 你会发现这个是不能持久的
[01:29:44] 所以说还是首先你要有这个
[01:29:49] 这个身体
[01:29:52] 你要确保你的身体是健康的
[01:29:54] 所以说我现在养成一个习惯
[01:29:56] 就是每周两次跑3000（米）
[01:29:59] 但是我之前这个在清华的时候
[01:30:02] 上体育课是就是3000不及格
[01:30:05] 然后完全不会跑3000
[01:30:06] 但是我现在就是自发的去
[01:30:08] 就意识到这件事是很重要的
[01:30:11] 我觉得
[01:30:13] 好羡慕你过去两年在OpenAI干的事儿
[01:30:16] 因为你能够explore（探索）的是
[01:30:18] 世界上大部分99.99%
[01:30:21] 这方面的researcher（研究员）和Infra engineer（基建工程师）
[01:30:24] 完全他没有没有资格去碰的东西
[01:30:27] 你有先天这个得天独厚的优势
[01:30:28] 你在最先进的model上
[01:30:30] 然后可以做这个优化
[01:30:33] 然后你每天都在未知的领域探索
[01:30:35] 而且你知道
[01:30:36] 你的探索
[01:30:37] 一定是人类历史上
[01:30:38] 第一个找到这个答案
[01:30:39] 但是我觉得我做的也是一些很trivial（琐碎的）的事情
[01:30:43] 就是我觉得我的工作就是日常维护
[01:30:47] 并不需要那么多这个智商
[01:30:54] 就不需要太多智力上的
[01:30:55] 是的就
[01:30:57] 就是你只要把事情做好做对就好了
[01:31:01] 然后方向很重要
[01:31:04] 然后你只要在
[01:31:05] 对的方向上
[01:31:07] 做一些你自己认为正确的事情就好了
[01:31:11] 那你觉得RL for大模型这个东西
[01:31:15] 还需要
[01:31:18] breakthrough（突破）嘛
[01:31:18] 还需要那种大的突破吗
[01:31:20] 还是说你觉得这个范式已经在那儿了
[01:31:22] 就是咱们把东西infra拉上去
[01:31:24] 我觉得还是有的
[01:31:27] 就是你again
[01:31:28] 就是不能以当前的这个状态
[01:31:31] 来预测接下来会发生什么事
[01:31:33] 就接下来什么事情都可以
[01:31:35] 可能会发生
[01:31:37] 有可能有新的范式
[01:31:38] 有可能有新的RL的范式
[01:31:40] 也有可能有pre-train的范式
[01:31:43] 都有可能
[01:31:44] 所以说
[01:31:44] 每天都是得面对一些未知的挑战
[01:31:49] 但是话又说回来
[01:31:50] 就是我觉得就是
[01:31:52] 其实我很幸运在这个位置
[01:31:54] 但是如果把我换做任何一个人
[01:31:57] 如果他有我的context（上下文）的话
[01:31:58] 他应该也完全可以胜任
[01:32:02] 对所以说我不觉得这个是
[01:32:04] 只有我能够做什么东西
[01:32:06] 这个事情就是
[01:32:08] 你换任何一个正常的人类
[01:32:10] 他应该也可以做
[01:32:11] 你太谦虚了
[01:32:13] 展望未来5到10年
[01:32:15] 你觉得还有什么有待探索的地方呢
[01:32:18] 就最大的挑战会在哪
[01:32:19] 现有的模型的能力的瓶颈
[01:32:22] 然后我们需要看到什么样的突破
[01:32:24] 我觉得目前的这个状态
[01:32:26] 就是还没有scale up（规模化）完全
[01:32:29] 先等他这个慢慢
[01:32:31] hill climb（爬坡）
[01:32:32] 先等他慢慢的从large-scale RL（大规模强化学习）的一些
[01:32:40] 一些实验里面
[01:32:41] 然后看一下他最多能到多少性能
[01:32:44] 然后再去看之后还有什么要做的东西
[01:32:48] 所以你的意思是
[01:32:49] 没有scale up完全不是说compute（算力）不够
[01:32:52] 而是说现有（技术路线）的性能我们还没有榨干
[01:32:55] 我们先把它现有的方法
[01:32:57] 和现有的compute（算力）给它榨干了
[01:32:58] 我们再看看我们推到多久了再说
[01:33:00] 并且还有很多infra的bug
[01:33:02] 哪怕你们现在的infra
[01:33:04] 你也很确信是有bug的
[01:33:05] 对这个
[01:33:06] 这个你不能说百分百没有bug呀
[01:33:08] 就是
[01:33:10] 就是毕竟是人类嘛
[01:33:11] 然后每个人都有可能犯错
[01:33:14] 然后
[01:33:15] 就是你还得修一下这个
[01:33:19] 比如说你因为人多了
[01:33:21] 然后context inconsistent（上下文不一致）
[01:33:22] 然后每个人都会写一些奇怪的东西
[01:33:27] 那未来大模型
[01:33:30] 然后加强化学习
[01:33:31] post-train这个pipeline
[01:33:33] 你觉得最大的瓶颈会发生在哪
[01:33:36] 我觉得瓶颈在于修infra的throughput（吞吐量）
[01:33:40] 吞吐量
[01:33:41] 你单位时间内能修多少个bug
[01:33:44] 然后以及单位时间内能迭代多少次
[01:33:48] 能正确地迭代多少次
[01:33:50] 剩下的不重要
[01:33:52] 这个可以赋能剩下的所有的东西
[01:33:54] 是的
[01:33:55] 算法也好
[01:33:56] 环境也好
[01:33:57] 就如果你把bug全修了
[01:34:00] 那你有可能算法连改都不用改
[01:34:02] 就很好就是很好
[01:34:04] 那怎么样把infra的这个效率提上来呢
[01:34:08] 需要什么样的架构
[01:34:09] 需要什么样的人
[01:34:10] 需要什么样的资源
[01:34:11] 这个我们还在探索
[01:34:13] 对就
[01:34:14] 我现在做的事情就是
[01:34:16] 我其实已经不在那个最核心的位置了
[01:34:18] 但是我觉得
[01:34:20] 我应该做一些更重要的事情
[01:34:22] 就我
[01:34:22] 我们组在重构这个OpenAI内部的Infra
[01:34:27] 然后再做下一代Infra
[01:34:29] 你们的每一代的infra是会推倒重来
[01:34:33] 大家再根据现在的认知
[01:34:35] 再做一个好的顶层架构
[01:34:36] 然后我们再像你曾经写天授那样写
[01:34:38] 还是会很
[01:34:40] 就是小修小补
[01:34:41] 目前是推倒重来
[01:34:42] 因为之前那代infra已经三年多了
[01:34:45] 然后他堆积的问题其实已经很多了
[01:34:49] 然后我们希望
[01:34:52] 就是用新的一个infra
[01:34:54] 来去清理很多之前的technical debt（技术负债）
[01:34:57] 然后能够在单位时间内
[01:35:01] 能够给一些researcher（研究员）更好的一些
[01:35:05] iteration speed（迭代速度）
[01:35:07] 所以researcher（研究员）是不会参与到这个
[01:35:09] infra building（基建）的过程中的
[01:35:10] 他们可能会给一些需求
[01:35:12] 对
[01:35:12] 然后但具体写code怎么搞distributed training（分布式训练）
[01:35:15] 这个不是他们负责的
[01:35:16] 是的
[01:35:17] 然后他们可能到时候就改一个flag
[01:35:20] 就好了
[01:35:22] 那听起来
[01:35:22] OpenAI的researcher
[01:35:23] 可能是第一个被AI取代的工作
[01:35:26] 对
[01:35:26] 哈哈哈
[01:35:27] 我感觉是的
[01:35:28] 就是
[01:35:28] 反正就是单位时间内你能实验多少
[01:35:31] 他就想idea嘛
[01:35:32] 对就是idea
[01:35:34] 反正你可以很便宜的生成
[01:35:36] 就是你一个人坐在那边写多少个
[01:35:39] 哈哈哈
[01:35:40] 然后你
[01:35:41] 甚至生成idea这个事
[01:35:42] 事情也可以被AI建模
[01:35:44] 对
[01:35:45] 然后下一步取代
[01:35:46] 就是我觉得优先会取代researcher（研究员）
[01:35:48] 然后再取代这个infra engineer（基础设施工程师）
[01:35:50] 然后就都取代了就好了
[01:35:53] 但是这个sales（销售）可能不太会那么取代
[01:35:56] 因为sales还是你要说服对面人买单
[01:35:59] 你在对面是人
[01:36:00] 然后AI可能没有办法那么说动人
[01:36:02] 这可能还是要人与人之间的沟通
[01:36:04] 比较重要一些
[01:36:05] OK那我们刚刚聊了text only（纯文本）的（GPT）3.5
[01:36:08] 然后聊了多模态的
[01:36:10] 你觉得agent和RL的post-train这个东西
[01:36:16] 会有多大的
[01:36:17] 没有本质差别
[01:36:19] 本身就是同一个东西
[01:36:21] 就是中间多加了几步tool call（工具调用）
[01:36:23] 可能就是环境会多一点
[01:36:24] 对就环境
[01:36:25] 环境方面的改变
[01:36:26] 所以你觉得比起标准的LLM加RL post-train
[01:36:29] agent加RL post-train谈不上新的挑战
[01:36:32] 对
[01:36:34] 因为本质上是同一个东西
[01:36:35] 你个人对于AGI的定义是什么
[01:36:37] 你觉得现在我们达到AGI了吗
[01:36:40] 如果你觉得还没有达到
[01:36:41] 或者说还差一点你觉得
[01:36:45] pre-train加RL post-train这条路
[01:36:47] 能不能带我们去到那个你定义的AGI
[01:36:50] 就是OpenAI内部有个笑话
[01:36:53] 你抓15个人
[01:36:54] 可能有20种定义AGI的方法
[01:36:56] 对对
[01:36:57] 然后
[01:37:00] 我之前定义的方法是
[01:37:02] 这个东西能够
[01:37:03] 如果能够完成
[01:37:05] 百分之八九十的
[01:37:07] 这个我自己认为有意义的task（任务）
[01:37:11] 那它可能就AGI了
[01:37:15] 嗯我目前
[01:37:16] 我觉得目前还没有
[01:37:18] 因为目前的话
[01:37:19] 就是我
[01:37:22] 至少从我的角度来看
[01:37:24] 我还是不放心
[01:37:26] 他直接上手改我的infra代码
[01:37:31] 因为这个非常out of distribution（分布外）
[01:37:33] 就是AI infra
[01:37:35] 在于它就占
[01:37:38] 相对于它的这个数据集的占比
[01:37:39] 是几乎为0
[01:37:42] 而且AI infra你验证的这个
[01:37:44] 这个反馈太长了
[01:37:47] 成本也太高了
[01:37:48] 对成本太高了
[01:37:49] 就是
[01:37:50] 目前还是没有办法去触及到这一块的
[01:37:53] good for you听起来你短期内不会被AI替代
[01:37:55] 但是就是反正
[01:37:58] 在这个strawberry出来之前
[01:38:01] 然后就是我们内部其实已经
[01:38:05] 用strawberry一段时间了
[01:38:06] 在那个时候
[01:38:07] 然后大家都觉得啊
[01:38:09] 我的工作要被取代了
[01:38:10] 然后或者说我们
[01:38:12] 我们就写一堆屎山吧
[01:38:13] 然后后面这个
[01:38:15] 因为strawberry训完之后会帮我们清理
[01:38:19] 现在看来
[01:38:20] 就是可能一两年过去了
[01:38:22] 这还是这样
[01:38:23] 就是屎山还在那
[01:38:26] 就是并不会真正的改变什么东西
[01:38:30] 就是每个人都会overreact（过度反应）
[01:38:32] 就是觉得这个技术来了
[01:38:34] 哦我们要怎么怎么样
[01:38:36] 但实际上并不会这样的
[01:38:37] 它是一个很慢很慢的循序渐进的过程
[01:38:40] 你现在在OpenAI
[01:38:42] 你以前在学术机构清华CMU待过
[01:38:46] 然后可能在科研的lab也待过
[01:38:49] 但是现在很多人
[01:38:51] 批评OpenAI已经和open（开放）没什么关系了
[01:38:54] 然后你自己
[01:38:55] 之前你的一大爱好也是开源
[01:38:57] 打破信息差
[01:38:59] 你觉得这事儿
[01:39:01] 会对你的个人目标和偏好产生冲突吗
[01:39:04] 我觉得这个是个trade-off（取舍）
[01:39:07] 我其实还是很热爱开源的
[01:39:09] 如果OpenAI有开源的东西
[01:39:11] 我可能会试着参与一些
[01:39:13] 但是我觉得就是
[01:39:14] 我应该去做我自己认为更重要的事情
[01:39:17] 而且并且这个开源对于OpenAI来说
[01:39:20] 它是一个trade-off（取舍）
[01:39:23] 就是
[01:39:23] 你没有办法直接把最好的模型开源
[01:39:27] 因为公司要生存
[01:39:29] 公司如果不能生存的话
[01:39:31] 那么
[01:39:32] 之后你可能就没有办法去继续融资
[01:39:37] 做一些实验
[01:39:38] 然后有一些突破性的进展
[01:39:41] 这个都是很现实的问题
[01:39:43] 所以我认同这个trade-off（取舍）
[01:39:46] 但是OpenAI在一开始建立的时候
[01:39:49] 它的架构其实是很特殊的
[01:39:51] 对
[01:39:51] 它不是以一个商业盈利的公司的架构
[01:39:54] 一开始初创的
[01:39:56] 它一开始的
[01:39:58] 至少公开资料上的slogan（标语）是
[01:40:00] 让通用AGI平等地造福全人类
[01:40:03] 对
[01:40:04] 你觉得闭源是让这个目标更近了
[01:40:06] 还是更远了
[01:40:07] 首先
[01:40:09] 这个通用AGI造福全人类这个东西
[01:40:12] 是一直是拆成两个部分看的
[01:40:15] 第一个是实现AGI
[01:40:17] 第二个是造福全人类
[01:40:20] 通用AGI这个就很好说
[01:40:21] 就直接这个堆
[01:40:23] 这个RL或者说堆Pre-train
[01:40:25] 堆算力然后scale up（规模化）
[01:40:28] 造福全人类
[01:40:29] 目前的拆解是做产品
[01:40:32] 然后以尽可能便宜的价格
[01:40:34] 就比如说有免费的ChatGPT用户
[01:40:36] 然后他们可以直接接触到
[01:40:39] 能够更容易的去接触到这个技术
[01:40:43] 比如说这个免费
[01:40:44] 应该也可以用这个语音模式
[01:40:47] 然后做一些就是体验
[01:40:52] 这样可能是更有利于这个造福全人类的
[01:40:55] 而不是直接开源
[01:40:56] 你丢一个这个裸的模型权重
[01:40:59] 那他也不知道怎么用
[01:41:01] 所以你的意思是
[01:41:02] OpenAI的open
[01:41:04] 不是对其他的大公司
[01:41:07] 大模型公司的open
[01:41:09] 而是对普通人的open
[01:41:11] 是的
[01:41:12] 但这样的strategy（策略）可能
[01:41:15] 如果我觉得
[01:41:15] 如果这是最后一英里了
[01:41:17] 咱们是百米冲刺了
[01:41:19] 要到AGI了
[01:41:20] 我觉得make sense（合理）我也认同
[01:41:22] 但如果说AGI还是一个
[01:41:24] 不说马拉松吧
[01:41:25] 但是不是一个一时半会儿
[01:41:27] 明年就能解决的事儿的话
[01:41:30] 会不会在技术上更开放更透明
[01:41:34] 也会让OpenAI本身
[01:41:37] 更有利于尽快的达到AGI呢
[01:41:41] 还是说你觉得
[01:41:42] 其实OpenAI
[01:41:43] 现在其实不太需要
[01:41:45] 把自己的技术细节公开出来
[01:41:47] 拿社区的反馈
[01:41:48] 也不需要社区任何的帮助
[01:41:50] OpenAI已经self-contained（独立的）可以实现AGI了
[01:41:56] 让我想想
[01:41:57] 我觉得就是
[01:42:01] 存在一种路径
[01:42:02] 就是你可以开源
[01:42:04] 然后你并且可以接受这个社区的反馈
[01:42:08] 然后更好实现AGI
[01:42:09] 这个是可以做到的
[01:42:11] 理论上可以做到
[01:42:12] 但实际上执行很多困难
[01:42:14] 就比如说其他其他人
[01:42:16] 这个就是因为你是第一
[01:42:19] 如果你开源了
[01:42:19] 那么其他人马上就变第一
[01:42:21] 然后其他人这个再训一下
[01:42:23] 然后其他人闭源
[01:42:25] 然后就会导致你的
[01:42:27] 就不是所有人都是同条心的
[01:42:31] 然后就会导致
[01:42:33] 比如说这个OpenAI
[01:42:35] 在当前这个环境下
[01:42:37] 它可能融不到资
[01:42:40] 然后没有人持续地为它输血
[01:42:42] 这个是有点博弈论的意思了
[01:42:45] 哪怕我是想为了AGI造福全人类
[01:42:47] 但是可能有人不这么想
[01:42:49] 有人就是想挣钱
[01:42:50] 所以为了防着这样的情况发生
[01:42:53] OpenAI不得不闭源
[01:42:55] 至少在我的看来是这么认为的
[01:42:57] 那这个是公司存活的考虑对不对
[01:43:00] 那如果现在OpenAI假如说就是无限资源
[01:43:02] 永远不用担心死的事儿
[01:43:05] 那你觉得你会很开心的
[01:43:07] 把你现在这两年
[01:43:08] 两三年的RL Infra开源出去
[01:43:10] 你会很开心吗
[01:43:12] 我当然会很开心啊
[01:43:13] 就是其实这个John Schulman还问过我这事儿
[01:43:18] 要不要开源
